2091,306 
1100,688 
354,9031 
261,8902 
252,9453 
245,8137 
239,891 
234,5604 
232,3175 
229,1308 
223,6542 
220,5948 
218,8486 
217,6723 
216,7408 
213,7298 
212,8694 
213,0096 
212,148 
210,1815 
210,528 
210,4884 
209,0349 
206,536 
206,8682 
206,6822 
204,4738 
202,6597 
203,7053 
203,7466 
203,4968 
202,9001 
204,0795 
204,6084 
204,2068 
204,1767 
204,8523 
205,7046 
205,6494 
206,1588 
204,7172 
205,4105 
205,3578 
204,2653 
202,5811 
203,2093 
202,75 
203,4938 
203,2066 
204,0026 
203,9851 
205,0383 
204,1719 
201,4509 
201,8534 
201,9712 
201,0854 
199,5179 
197,6909 
197,4282 
194,3858 
193,5157 
193,9799 
190,2382 
190,8757 
190,16 
189,6768 
188,5724 
188,5034 
187,3094 
187,9412 
185,2081 
185,8032 
185,4075 
184,7824 
186,6858 
188,3025 
190,0138 
189,9563 
190,8175 
191,7377 
192,4967 
192,1324 
193,7744 
195,4253 
195,0568 
194,9386 
194,9436 
195,2816 
196,8838 
196,2661 
196,2685 
197,6962 
199,0395 
197,7877 
198,6293 
200,1127 
201,1767 
197,941 
197,5965 
198,3164 
198,0197 
197,0742 
198,2255 
199,1717 
199,5847 
197,5143 
199,0283 
198,2994 
199,4638 
198,4077 
199,2637 
199,855 
200,5952 
200,1217 
199,8352 
200,7109 
201,6389 
198,7991 
199,2491 
200,5471 
201,5071 
200,3156 
201,2141 
202,5243 
203,2091 
200,7675 
201,7928 
202,2596 
202,9951 
200,9318 
200,2671 
200,6284 
200,4866 
200,2363 
201,0087 
201,9016 
202,1098 
199,0784 
199,8373 
199,9722 
200,3737 
199,5049 
200,2801 
201,0642 
201,1448 
199,5475 
199,3384 
199,8739 
200,1341 
199,6767 
199,3158 
199,8378 
199,035 
196,1893 
195,608 
195,3259 
195,507 
190,6238 
191,2993 
191,011 
190,0349 
187,1919 
186,9529 
187,482 
185,8784 
186,2307 
186,4758 
186,9171 
184,8587 
184,0199 
185,1086 
183,7208 
184,248 
185,557 
186,5128 
184,6444 
184,8721 
185,4376 
184,0982 
182,4742 
183,4407 
183,4738 
182,8641 
185,4074 
186,471 
187,4531 
183,9469 
185,635 
187,9645 
189,9368 
190,8558 
192,2895 
193,4935 
194,1442 
192,9441 
193,7717 
195,0667 
196,4696 
195,7636 
196,9469 
197,6491 
196,3867 
193,5728 
194,7946 
193,8409 
179,2393 
177,8195 
180,2977 
183,1483 
182,3181 
183,4577 
185,998 
188,6062 
187,1921 
188,5563 
189,3215 
189,0835 
187,7553 
188,0515 
187,8758 
186,3316 
186,6487 
187,3486 
186,8967 
185,5169 
186,3183 
187,3423 
187,44 
185,0427 
185,6265 
186,1339 
184,9565 
183,9561 
185,0727 
184,784 
183,3721 
183,7968 
184,202 
184,2723 
182,5145 
181,8928 
182,3876 
182,4792 
182,9559 
183,4502 
183,4976 
182,4007 
182,2223 
184,0583 
177,7716 
174,4736 
177,3709 
179,8072 
176,824 
179,9782 
182,8252 
185,1507 
185,6643 
187,2583 
188,4717 
190,1939 
190,9478 
190,22 
192,3416 
194,3232 
193,0186 
194,0386 
195,6403 
196,8694 
195,756 
196,4606 
196,9837 
198,1499 
197,5884 
198,9985 
199,6754 
200,7087 
199,3183 
200,8621 
200,6402 
201,7072 
200,5031 
201,9481 
202,5907 
202,7511 
201,9615 
202,7322 
203,8672 
204,3281 
203,5263 
204,3171 
205,207 
205,6261 
202,2958 
202,8105 
203,6855 
203,5969 
201,7598 
202,0439 
202,1363 
202,8816 
201,6314 
201,3576 
201,9235 
202,4815 
201,5373 
201,0658 
202,4486 
203,3602 
204,3066 
203,1045 
203,0949 
204,0526 
203,8052 
202,4787 
202,6666 
202,8228 
203,8287 
202,0854 
202,7854 
203,5321 
204,304 
203,9651 
204,4321 
203,403 
204,0477 
177,2351 
174,4582 
175,144 
178,1776 
180,9155 
182,7687 
183,8138 
186,4903 
189,139 
189,7297 
189,8012 
191,9024 
193,4511 
195,0048 
195,3274 
196,5683 
196,9776 
197,9564 
196,6686 
197,5532 
199,0571 
200,055 
197,9852 
199,1526 
200,6635 
201,7549 
200,0961 
197,1858 
197,4371 
198,3614 
197,8281 
198,911 
199,7305 
200,0856 
199,3201 
200,6014 
201,5146 
201,4165 
194,4465 
191,3223 
188,4586 
182,1562 
181,2426 
181,8179 
182,0503 
181,4863 
181,9564 
182,0528 
182,5314 
181,423 
182,0074 
183,3519 
182,2173 
182,3846 
184,6253 
184,5019 
184,4811 
186,3225 
187,6133 
187,9292 
187,2906 
188,9271 
190,7944 
191,3393 
191,3152 
193,0052 
194,1111 
194,4009 
193,3481 
195,4402 
195,9758 
197 
196,5228 
197,0415 
198,5815 
198,7505 
187,3122 
181,9633 
184,509 
182,5706 
183,6932 
183,7245 
171,7779 
170,7329 
172,3617 
173,983 
174,8671 
175,9053 
177,5717 
176,5195 
177,5961 
178,3647 
180,1574 
178,407 
179,3978 
180,3939 
181,8175 
180,0099 
179,9968 
181,4919 
180,2585 
178,8505 
177,8273 
177,9308 
176,6152 
176,3487 
176,7801 
176,3724 
177,6181 
179,5489 
181,5949 
179,4667 
181,6066 
180,9467 
182,895 
181,9973 
182,7329 
184,7475 
184,1532 
185,956 
186,5096 
186,8105 
186,6362 
189,1251 
188,3706 
189,0954 
188,1736 
188,9228 
189,1599 
190,8984 
189,4126 
189,6892 
190,0525 
191,0857 
189,1533 
188,747 
188,6904 
186,671 
186,5997 
186,3152 
185,7788 
185,0063 
185,0143 
184,8118 
185,5154 
184,6756 
185,3225 
184,8685 
183,3898 
183,8885 
184,4198 
184,8617 
182,8597 
182,4143 
168,807 
168,831 
171,6204 
172,7807 
171,733 
156,452 
157,2033 
157,447 
159,5159 
151,728 
149,1489 
152,4103 
155,1934 
156,9239 
160,2021 
162,8682 
159,9053 
160,424 
162,7946 
165,4898 
167,9277 
171,5958 
166,9847 
164,2571 
162,9234 
167,0311 
170,5388 
172,077 
174,7758 
177,3165 
178,6215 
177,579 
177,4803 
178,3881 
178,1499 
178,3595 
179,4092 
180,5525 
179,1184 
179,9015 
180,303 
181,7634 
166,9571 
167,6456 
156,1307 
159,1614 
161,5622 
161,8566 
163,9506 
166,3847 
168,0042 
168,0351 
170,3565 
171,2009 
170,9936 
172,4497 
172,4529 
173,7974 
173,7256 
174,8116 
176,608 
177,4625 
176,2079 
177,8258 
178,273 
176,7722 
179,4473 
182,3008 
182,9299 
184,2527 
187,1357 
