48,05629 
25,29278 
26,60758 
28,57606 
30,9615 
33,61755 
36,62643 
39,60582 
42,73444 
44,00859 
47,31248 
49,27127 
50,80665 
53,86391 
57,67633 
55,89545 
59,56803 
63,9164 
68,0478 
70,02327 
74,30723 
78,4953 
83,1907 
87,75588 
91,83889 
90,33358 
91,82651 
96,75913 
99,80401 
100,7096 
102,7738 
107,858 
111,3689 
114,9534 
118,9559 
116,5547 
95,37939 
99,02185 
101,9781 
105,5891 
108,7285 
95,5285 
98,52311 
102,246 
103,7591 
108,25 
110,4872 
114,7588 
119,5319 
119,9265 
124,2613 
128,4675 
131,0667 
134,9799 
135,2358 
124,3374 
125,3666 
129,5049 
133,6201 
91,69294 
95,11636 
98,68906 
103,5312 
106,8145 
102,283 
104,5846 
108,7409 
110,4895 
114,291 
115,9865 
118,8142 
123,3302 
121,2747 
124,1097 
128,1181 
126,0724 
130,2044 
130,6723 
95,41778 
98,26818 
98,0519 
96,30689 
97,57777 
94,40016 
94,67525 
96,25677 
72,66998 
67,11258 
61,17205 
59,93253 
52,51848 
53,97929 
57,36803 
59,30396 
61,96719 
65,33934 
69,38526 
71,11098 
72,8428 
76,3111 
80,73086 
83,8622 
87,97558 
91,77468 
93,68396 
97,94907 
99,64171 
103,8382 
106,1927 
105,3323 
107,6237 
111,0025 
114,519 
115,7555 
118,3873 
117,2455 
116,4544 
116,3988 
79,36678 
79,59758 
82,6071 
85,02753 
83,46746 
85,56351 
88,61412 
90,04591 
93,29785 
94,19563 
97,33331 
98,59 
101,9794 
103,9113 
106,9466 
107,9632 
109,8897 
110,383 
113,0097 
112,1868 
113,4743 
110,7054 
113,5325 
110,8854 
113,6769 
114,4234 
117,0724 
115,9058 
118,0657 
118,5847 
120,9586 
121,1218 
123,5488 
92,81111 
91,98129 
95,13971 
96,20517 
97,39093 
95,81465 
98,64059 
100,1901 
103,3665 
104,245 
106,9267 
107,7444 
110,2116 
111,29 
112,858 
113,3255 
114,8978 
113,927 
116,2469 
115,7105 
117,5847 
117,4687 
119,9392 
119,899 
121,881 
116,4121 
111,7474 
110,6722 
110,6488 
113,3278 
115,6042 
115,5739 
117,2985 
115,8105 
117,4093 
116,2208 
117,8739 
116,439 
117,3306 
117,0992 
119,3617 
119,882 
122,7517 
122,1754 
94,46781 
85,86849 
88,56789 
91,26165 
95,72617 
96,33106 
98,58569 
100,3976 
104,4223 
105,1212 
103,8935 
106,0456 
110,0176 
112,3012 
115,888 
116,4619 
119,8241 
119,1645 
114,6265 
85,38845 
87,44418 
91,54566 
86,51859 
88,2696 
92,24662 
94,60725 
95,50794 
94,28199 
97,73154 
101,1644 
97,49354 
96,25388 
99,50168 
103,8599 
103,2471 
107,1838 
110,0794 
114,241 
118,2003 
114,8265 
82,1818 
84,05008 
86,56831 
91,22719 
94,36811 
94,63021 
97,30736 
99,90256 
104,3384 
106,9517 
110,7918 
112,5718 
108,3751 
109,3808 
111,0604 
109,3592 
113,6936 
114,7966 
117,9805 
118,6434 
122,1564 
126,2093 
127,5806 
129,9931 
131,2983 
135,1061 
138,5512 
136,0547 
133,2766 
87,8945 
89,50029 
92,07787 
95,62016 
98,06516 
102,3132 
97,74178 
97,27573 
100,9324 
103,3259 
106,8381 
109,7259 
109,3999 
112,325 
113,1514 
116,6602 
117,7544 
121,8438 
122,7692 
126,3491 
130,5338 
131,465 
129,6546 
116,2537 
82,52003 
82,16115 
85,53353 
89,85881 
93,59727 
94,94625 
94,11749 
97,00285 
96,5568 
98,57093 
94,36837 
93,85993 
96,70641 
100,4151 
104,8979 
95,12843 
97,91142 
101,9051 
104,6194 
109,1809 
84,13457 
83,99939 
88,17429 
90,90144 
94,15953 
97,46877 
93,01454 
92,28926 
93,32809 
96,4792 
98,89186 
103,5515 
105,81 
109,9144 
113,9739 
114,8579 
118,457 
119,2231 
122,9067 
125,0928 
125,9633 
129,6466 
127,9913 
130,5387 
126,6413 
115,4785 
117,6171 
110,4565 
107,0862 
109,0051 
113,1068 
114,7537 
117,9566 
108,7463 
106,3644 
109,3403 
109,874 
113,6898 
113,267 
117,0835 
120,9201 
121,6389 
119,6851 
119,6332 
123,0133 
121,9701 
126,0494 
127,1393 
127,0926 
129,5103 
130,8664 
134,7654 
135,3868 
100,8678 
102,5483 
107,6755 
